Time,People Count
2023-06-04 02:01:50,4
2023-06-04 02:01:53,4
2023-06-04 02:01:55,2
2023-06-04 02:01:57,3
2023-06-04 02:01:59,2
2023-06-04 02:02:02,1
2023-06-04 02:02:04,3
2023-06-04 02:02:06,4
2023-06-04 02:02:11,1
2023-06-04 02:02:14,3
2023-06-04 02:02:16,1
2023-06-04 02:02:18,1
2023-06-04 02:02:21,1
2023-06-04 02:02:23,1
2023-06-04 02:02:25,1
2023-06-04 02:02:28,1
2023-06-04 02:02:30,1
