Time,People Count
2023-06-04 02:27:27,4
2023-06-04 02:27:29,4
2023-06-04 02:27:30,4
2023-06-04 02:27:31,4
2023-06-04 02:27:32,4
2023-06-04 02:27:33,2
2023-06-04 02:27:34,3
2023-06-04 02:27:35,3
2023-06-04 02:27:36,3
2023-06-04 02:27:37,3
2023-06-04 02:27:38,1
2023-06-04 02:27:39,1
2023-06-04 02:27:40,1
2023-06-04 02:27:41,1
2023-06-04 02:27:42,1
2023-06-04 02:27:43,1
2023-06-04 02:27:44,1
