Time,People Count
2023-06-04 16:32:13,4
2023-06-04 16:32:14,4
2023-06-04 16:32:16,4
2023-06-04 16:32:17,4
2023-06-04 16:32:18,4
2023-06-04 16:32:19,2
2023-06-04 16:32:20,3
2023-06-04 16:32:22,3
2023-06-04 16:32:23,3
2023-06-04 16:32:24,3
2023-06-04 16:32:25,1
2023-06-04 16:32:26,1
2023-06-04 16:32:27,1
2023-06-04 16:32:28,1
2023-06-04 16:32:29,1
2023-06-04 16:32:30,1
2023-06-04 16:32:31,1
